time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-02-14T15:07:23.420Z,35.9385,-120.4886667,10.25,3.2,mw,90,42,0.01602,0.07,nc,nc72167161,2014-02-19T20:59:21.403Z,"25km SSW of Coalinga, California",earthquake
2014-02-14T14:28:27.000Z,59.8662,-153.3289,119.5,2.6,ml,30,194.399984448001,0.1581035,0.57,ak,ak11162912,2014-02-14T23:33:43.326Z,"76km SSW of Redoubt Volcano, Alaska",earthquake
2014-02-14T13:41:54.000Z,46.3233,-122.3883,14.9,2.5,Ml,,50.4,0.03593261,0.17,uw,uw60692412,2014-02-14T18:58:26.598Z,"27km SSW of Morton, Washington",earthquake
2014-02-14T11:21:58.380Z,32.8421667,-116.141,7.95,2.52,ml,67,49,0.119,0.26,ci,ci15466937,2014-02-14T19:24:35.106Z,"36km E of Pine Valley, California",earthquake
2014-02-14T11:21:49.000Z,51.9636,178.3541,22.1,3.6,ml,10,349.199972064002,2.225127,1,ak,ak11162901,2014-02-14T23:41:28.177Z,"10km W of Little Sitkin Island, Alaska",earthquake
2014-02-14T11:15:57.900Z,19.2642,-65.3229,34,3,Md,7,280.8,0.9522142,0.11,pr,pr14045004,2014-02-14T19:18:37.303Z,"106km N of Culebra, Puerto Rico",earthquake
2014-02-14T09:34:40.030Z,-18.3101,-69.3645,131.62,4.9,mb,,127,0.845,0.8,us,usc000mqfl,2014-02-14T17:37:07.979Z,"24km ESE of Putre, Chile",earthquake
2014-02-14T08:09:17.840Z,-57.0939,-6.023,10,4.8,mb,,86,14.699,0.68,us,usb000my47,2014-03-01T11:03:35.000Z,"Southern Mid-Atlantic Ridge",earthquake
2014-02-14T08:07:12.160Z,39.8752,15.9986,246.94,4,mb,,52,0.91,0.8,us,usb000my48,2014-03-01T10:50:38.000Z,"1km SE of Mormanno, Italy",earthquake
2014-02-14T07:44:15.060Z,-22.9553,-114.3303,12,5.6,mww,,35,14.562,1.08,us,usc000mqd1,2014-02-28T10:53:39.351Z,"Easter Island region",earthquake
2014-02-14T07:27:51.810Z,-20.314,-177.7278,509.02,4.2,mb,,98,4.739,1.07,us,usb000my45,2014-03-01T10:40:31.000Z,"108km ENE of Ndoi Island, Fiji",earthquake
2014-02-14T06:46:20.080Z,-56.1184,-27.0381,93.72,4.2,mb,,78,5.715,0.65,us,usb000my5d,2014-03-01T10:25:03.000Z,"65km N of Visokoi Island, ",earthquake
2014-02-14T05:55:56.160Z,36.367,-97.055,5,2.7,ml,,,,0.79,us,usc000mtf8,2014-02-20T06:58:05.000Z,"22km ENE of Perry, Oklahoma",earthquake
2014-02-14T04:25:30.800Z,19.3302,-64.5242,25,2.6,Md,3,342,1.05462214,0.17,pr,pr14045002,2014-02-14T12:28:10.026Z,"101km N of Road Town, British Virgin Islands",earthquake
2014-02-14T03:38:35.060Z,38.2436,20.2522,10.1,4.8,mb,,55,1.7,0.95,us,usc000mqa6,2014-02-14T11:41:04.338Z,"16km WNW of Lixourion, Greece",earthquake
2014-02-14T02:04:31.300Z,18.8458,-64.8927,45,3,Md,6,266.4,0.49407341,0.21,pr,pr14045001,2014-02-14T10:07:02.288Z,"55km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-14T01:53:52.040Z,32.4513,131.6049,144.46,4.2,mb,,117,0.909,0.51,us,usc000mq9q,2014-02-14T09:56:42.395Z,"15km SSW of Nobeoka, Japan",earthquake
2014-02-14T01:44:38.100Z,18.9533,-68.8815,107,3.4,Md,14,324,0.64499037,0.43,pr,pr14045000,2014-02-14T09:47:05.245Z,"17km E of Miches, Dominican Republic",earthquake
2014-02-14T01:08:57.920Z,35.9528,82.6556,9.58,4.2,mb,,114,7.297,1.41,us,usc000mq98,2014-02-14T01:28:37.000Z,"275km ESE of Hotan, China",earthquake
2014-02-14T01:04:29.550Z,-11.1854,160.952,9.48,4.5,mb,,89,9.663,0.49,us,usc000mq99,2014-02-14T09:06:59.893Z,"133km SW of Kirakira, Solomon Islands",earthquake
2014-02-14T00:33:38.080Z,36.5476,35.9715,9.92,4.7,mb,,45,1.172,1.13,us,usc000mq8w,2014-02-14T21:14:15.000Z,"18km WSW of Iskenderun, Turkey",earthquake
2014-02-13T23:52:22.600Z,18.7005,-67.1623,60,3.1,Md,19,205.2,0.23625692,0.3,pr,pr14044018,2014-02-14T07:54:55.222Z,"24km NNW of San Antonio, Puerto Rico",earthquake
2014-02-13T23:37:41.200Z,44.72,-110.6442,6.1,2.7,Ml,,72,0.02694946,0.16,uu,uu60055677,2014-02-14T18:55:09.205Z,"32km NNE of Old Faithful Geyser, Wyoming",earthquake
2014-02-13T21:37:24.080Z,36.3018,82.2777,16.23,4.2,mb,,94,7.028,0.87,us,usc000mq5a,2014-02-13T22:08:56.000Z,"227km ESE of Hotan, China",earthquake
2014-02-13T21:26:13.830Z,36.325,-96.993,5,2.5,ml,,,,1.67,us,usc000mqbw,2014-02-15T06:28:53.412Z,"17km W of Pawnee, Oklahoma",earthquake
2014-02-13T21:06:42.100Z,36.2712,82.5663,15.12,4.2,mb,,66,7.182,1.65,us,usc000mq3s,2014-02-13T22:16:29.000Z,"239km SSE of Darya Boyi, China",earthquake
2014-02-13T20:56:08.840Z,34.0028,89.2848,10.89,4.2,mb,,108,4.564,0.39,us,usc000mq36,2014-02-14T04:58:40.855Z,"255km NNW of Pubu, China",earthquake
2014-02-13T19:52:58.100Z,19.4082,-155.3222,4.9,2.8,ml,,39.5999968320003,0.01796631,0.24,hv,hv60640736,2014-02-14T06:09:34.386Z,"9km WSW of Volcano, Hawaii",earthquake
2014-02-13T19:45:21.900Z,18.9878,-65.166,24,2.6,Md,14,244.8,0.66385499,0.11,pr,pr14044017,2014-02-14T03:48:00.705Z,"75km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-13T18:57:35.450Z,9.2201,58.1642,10,5.2,mb,,79,5.251,0.8,us,usc000mq0k,2014-02-14T03:00:15.059Z,"Carlsberg Ridge",earthquake
2014-02-13T18:55:57.000Z,59.8989,-152.6872,84.6,2.9,ml,14,133.199989344001,0.5210229,0.94,ak,ak11162690,2014-02-14T02:58:29.145Z,"49km WNW of Anchor Point, Alaska",earthquake
2014-02-13T18:23:22.300Z,18.9645,-66.6153,61,2.9,Md,5,316.8,0.62792238,0.15,pr,pr14044016,2014-02-14T02:25:48.834Z,"55km N of Arecibo, Puerto Rico",earthquake
2014-02-13T17:08:04.270Z,-4.7708,154.9594,509.69,4.6,mb,,165,14.774,0.38,us,usc000mpz8,2014-02-14T01:10:42.624Z,"171km NNW of Arawa, Papua New Guinea",earthquake
2014-02-13T15:41:06.280Z,-6.178,133.511,25.35,5,mb,,34,2.834,1.18,us,usc000mpy0,2014-02-14T15:45:15.000Z,"90km WSW of Dobo, Indonesia",earthquake
2014-02-13T14:29:24.550Z,-4.1155,144.9524,54.59,4.6,mb,,108,3.169,0.75,us,usc000mpv3,2014-02-13T22:32:02.068Z,"98km E of Angoram, Papua New Guinea",earthquake
2014-02-13T14:22:22.800Z,19.0988,-65.1095,29,2.5,Md,3,306,0.75727978,0.07,pr,pr14044014,2014-02-13T22:24:57.192Z,"85km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-13T14:00:08.420Z,-21.0047,-178.5816,547.8,4.8,mb,,241,4.539,0.52,us,usc000mpuq,2014-02-13T22:02:48.538Z,"41km SSE of Ndoi Island, Fiji",earthquake
2014-02-13T12:11:39.830Z,-19.9204,-175.8591,217.91,4.7,mb,,98,5.658,1.14,us,usc000mpt6,2014-02-13T20:14:20.061Z,"150km NNW of Nuku`alofa, Tonga",earthquake
2014-02-13T10:04:07.900Z,19.0214,-66.9195,50,2.9,Md,12,273.6,0.57941336,0.28,pr,pr14044008,2014-02-13T18:06:50.590Z,"58km N of Isabela, Puerto Rico",earthquake
2014-02-13T09:56:08.400Z,19.7718,-156.2073,24.2,2.8,Ml,,262.8,0.21559567,0.12,hv,hv60640561,2014-02-13T23:23:45.774Z,"24km WNW of Kalaoa, Hawaii",earthquake
2014-02-13T09:06:12.710Z,29.2829,142.0749,33.08,4.6,mb,,136,4.283,0.55,us,usc000mpr0,2014-02-13T17:08:42.008Z,"244km N of Chichi-shima, Japan",earthquake
2014-02-13T08:58:51.800Z,18.8518,-65.1566,61,3,Md,11,237.6,0.53359928,0.28,pr,pr14044007,2014-02-13T17:01:19.710Z,"61km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-13T08:55:48.000Z,54.8092,-160.1224,23.5,3.1,ml,15,172.799986176001,0.3072238,0.52,ak,ak11166676,2014-02-20T00:54:50.534Z,"36km W of Chernabura Island, Alaska",earthquake
2014-02-13T08:47:06.600Z,18.2243,-67.3606,37,2.5,Md,6,270,0.26590132,0.46,pr,pr14044009,2014-02-13T16:49:34.219Z,"16km SW of Stella, Puerto Rico",earthquake
2014-02-13T08:35:50.750Z,38.5986,56.2758,9.93,4.9,mb,,79,1.595,1.53,us,usc000mppw,2014-02-13T16:38:29.407Z,"41km S of Gyzylarbat, Turkmenistan",earthquake
2014-02-13T08:24:51.900Z,37.3605,-121.714,7.8,2.6,Md,,39.6,0.04491576,0.15,nc,nc72165771,2014-02-15T04:06:07.979Z,"9km ESE of East Foothills, California",earthquake
2014-02-13T07:34:20.010Z,36.0323,82.418,10,4.3,mb,,129,7.316,0.93,us,usc000mpnz,2014-02-13T08:11:00.000Z,"252km ESE of Hotan, China",earthquake
2014-02-13T06:31:05.200Z,33.2038333,-116.643,15.12,2.83,ml,108,15,0.09977,0.22,ci,ci15466513,2014-02-19T21:53:45.283Z,"14km NNW of Julian, California",earthquake
2014-02-13T05:54:34.400Z,-58.251,-31.5139,10.41,5,mb,,108,4.847,0.69,us,usc000mpmz,2014-02-13T14:00:20.620Z,"Scotia Sea",earthquake
2014-02-13T04:57:38.020Z,43.64,-78.3958333,5,2.88,ml,35,97,0.4076,0.38,ld,ld60064321,2014-02-14T12:01:11.805Z,"40km SSW of Cobourg, Canada",earthquake
2014-02-13T04:08:26.600Z,18.8115,-65.172,53,3.1,Md,7,230.4,0.50215824,0.3,pr,pr14044010,2014-02-13T12:15:52.459Z,"57km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-13T04:04:37.800Z,18.8593,-65.188,59,3.1,Md,19,226.8,0.55156558,0.25,pr,pr14044005,2014-02-13T12:07:04.888Z,"62km N of Culebra, Puerto Rico",earthquake
2014-02-13T03:11:26.600Z,18.9554,-65.1932,45,2.8,Md,4,298.8,0.64229543,0.18,pr,pr14044004,2014-02-13T11:13:58.784Z,"73km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-13T02:16:20.000Z,59.7836,-152.5306,98.9,2.7,ml,38,118.799990496001,0.3215969,0.67,ak,ak11162394,2014-02-13T10:18:59.507Z,"39km W of Anchor Point, Alaska",earthquake
2014-02-13T01:41:04.500Z,-32.8224,-178.8713,21.14,4.9,mb,,124,3.656,0.95,us,usc000mpjh,2014-02-13T09:43:40.545Z,"154km S of L'Esperance Rock, New Zealand",earthquake
2014-02-13T01:16:52.400Z,19.1502,-66.1743,31,3,Md,4,288,0.83992479,0.05,pr,pr14044002,2014-02-13T09:19:48.874Z,"76km N of San Juan, Puerto Rico",earthquake
2014-02-13T01:05:12.000Z,51.2962,-179.9251,27.7,3.8,ml,12,349.199972064002,1.287286,0.66,ak,ak11162291,2014-02-18T17:10:22.384Z,"57km W of Amatignak Island, Alaska",earthquake
2014-02-13T00:35:40.200Z,19.0834,-66.1893,28,2.8,Md,6,288,0.86687425,0.1,pr,pr14044001,2014-02-20T00:12:33.000Z,"68km N of San Juan, Puerto Rico",earthquake
2014-02-13T00:08:43.270Z,35.9047,82.5065,10,4.7,mb,,121,7.289,1.34,us,usc000mpht,2014-02-13T00:39:48.000Z,"266km ESE of Hotan, China",earthquake
2014-02-13T00:07:03.230Z,35.824,82.5308,10,4.5,mb,,112,7.37,1.39,us,usc000mphm,2014-02-13T00:46:05.000Z,"272km ESE of Hotan, China",earthquake
2014-02-13T00:03:05.300Z,18.9486,-65.1865,39,3.1,Md,18,241.2,0.63331228,0.2,pr,pr14044000,2014-02-20T00:20:40.000Z,"72km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-12T23:53:20.100Z,18.937,-65.1891,48,3.1,Md,12,266.4,0.62343081,0.14,pr,pr14043012,2014-02-20T00:28:32.000Z,"71km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-12T22:54:13.300Z,35.939,-120.4897,10.2,2.6,Md,,36,0.01796631,0.07,nc,nc72165381,2014-02-15T03:12:06.594Z,"25km SSW of Coalinga, California",earthquake
2014-02-12T22:23:24.300Z,19.0123,-65.2145,31,2.9,Md,5,298.8,0.70338087,0.11,pr,pr14043011,2014-02-13T06:25:51.381Z,"79km N of Culebra, Puerto Rico",earthquake
2014-02-12T21:38:59.100Z,18.9405,-65.1908,44,3.1,Md,15,266.4,0.62702407,0.23,pr,pr14043010,2014-02-13T05:41:33.305Z,"71km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-12T21:20:32.000Z,51.5169,-172.5739,20.2,2.5,ml,8,327.599973792002,1.205539,0.49,ak,ak11166005,2014-02-17T19:33:04.887Z,"135km ESE of Atka, Alaska",earthquake
2014-02-12T20:51:28.200Z,36.1118,82.3944,14.7,4.2,mb,,119,7.063,0.97,us,usc000mpb0,2014-02-13T21:00:44.000Z,"246km ESE of Hotan, China",earthquake
2014-02-12T20:48:47.110Z,-2.8386,128.0799,35.25,4.3,mb,,102,3.656,0.86,us,usc000mpb2,2014-02-13T20:54:19.000Z,"28km NNW of Piru, Indonesia",earthquake
2014-02-12T20:38:07.650Z,9.6617,-84.7456,21.15,4.7,mb,,219,0.657,1.01,us,usc000mpav,2014-02-13T20:33:52.994Z,"13km WNW of Jaco, Costa Rica",earthquake
2014-02-12T19:22:52.300Z,-20.6722,169.8817,10,5.5,mb,,62,3.262,1.14,us,usd0002z9l,2014-02-15T20:37:31.000Z,"139km SSE of Isangel, Vanuatu",earthquake
2014-02-12T19:09:23.850Z,35.9145,82.3159,10,4.7,mb,,121,7.217,0.75,us,usc000mp8r,2014-02-13T19:41:03.000Z,"251km ESE of Hotan, China",earthquake
2014-02-12T18:08:50.300Z,19.0779,-66.8916,11,3,Md,21,273.6,0.61983755,0.25,pr,pr14043008,2014-02-13T19:19:42.000Z,"65km NNE of Isabela, Puerto Rico",earthquake
2014-02-12T18:00:45.610Z,13.8474,-92.1697,47.36,4.5,mb,,176,0.812,1.17,us,usc000mp78,2014-02-13T19:05:56.000Z,"57km SSW of Champerico, Guatemala",earthquake
2014-02-12T18:00:08.120Z,35.8439,82.3565,17.87,4.5,mb,,117,7.294,0.73,us,usc000mp75,2014-02-13T17:31:25.000Z,"258km ESE of Hotan, China",earthquake
2014-02-12T16:26:45.280Z,-3.4552,101.5682,56.73,4.8,mb,,104,1.65,0.51,us,usc000mp4s,2014-02-13T00:29:15.263Z,"86km WNW of Bengkulu, Indonesia",earthquake
2014-02-12T15:44:24.800Z,18.8798,-65.2135,52,2.9,Md,4,288,0.57222684,0.27,pr,pr14043007,2014-02-12T23:47:04.765Z,"64km N of Culebra, Puerto Rico",earthquake
2014-02-12T14:55:46.630Z,45.1624,143.3133,282.8,4.4,mb,,125,1.837,0.69,us,usc000mp2w,2014-02-12T22:58:24.345Z,"90km N of Mombetsu, Japan",earthquake
2014-02-12T14:36:31.770Z,36.2412,82.2415,14.74,4.1,mb,,203,7.063,0.71,us,usc000mp2g,2014-02-12T16:44:34.000Z,"227km ESE of Hotan, China",earthquake
2014-02-12T14:19:36.000Z,55.598,-134.9677,22.5,2.7,ml,10,205.199983584001,1.050131,0.71,ak,ak11165980,2014-02-17T19:32:40.462Z,"115km W of Craig, Alaska",earthquake
2014-02-12T14:05:33.720Z,29.2413,130.4747,33.54,4.5,mb,,190,3.886,0.36,us,usc000mp2l,2014-02-12T22:08:04.216Z,"136km NE of Naze, Japan",earthquake
2014-02-12T13:35:23.410Z,-34.7324,-71.5138,43.68,5.2,mb,,75,0.44,0.6,us,usc000mp11,2014-02-13T12:45:53.508Z,"17km SW of Santa Cruz, Chile",earthquake
2014-02-12T12:41:37.900Z,36.931,-97.8633,5.13,3.3,mb_lg,,34,0.436,1.21,us,usc000mp06,2014-02-13T02:08:10.700Z,"17km NW of Medford, Oklahoma",earthquake
2014-02-12T12:26:44.590Z,36.3232,82.9153,10,4.4,mb,,117,7.063,1.26,us,usc000mnzz,2014-02-12T12:45:34.000Z,"242km SSE of Darya Boyi, China",earthquake
2014-02-12T11:43:11.050Z,-22.3671,-68.6586,97.75,5.5,mb,,69,0.338,1.11,us,usc000mnzc,2014-02-13T16:58:04.000Z,"30km ENE of Calama, Chile",earthquake
2014-02-12T11:14:20.500Z,36.0247,82.5858,10,4.6,mb,,115,7.208,1.34,us,usc000mnyw,2014-02-12T11:35:19.000Z,"266km ESE of Hotan, China",earthquake
2014-02-12T10:46:21.430Z,-31.265,-68.4978,91.59,4.6,mb,,89,2.261,0.69,us,usc000mnya,2014-02-12T18:48:52.320Z,"19km N of Albardon, Argentina",earthquake
2014-02-12T10:34:33.000Z,38.2174,20.2559,9.94,4.8,mb,,91,1.681,1.07,us,usc000mny3,2014-02-12T13:14:19.954Z,"15km W of Lixourion, Greece",earthquake
2014-02-12T10:19:14.040Z,-22.8587,-68.5917,103.12,4.6,mb,,74,0.383,1.34,us,usc000mnxw,2014-02-12T18:21:49.068Z,"39km W of San Pedro de Atacama, Chile",earthquake
2014-02-12T10:01:52.000Z,63.3795,-153.1238,22.5,2.7,ml,5,161.999987040001,0.6404988,0.23,ak,ak11161420,2014-02-12T18:04:28.090Z,"133km ENE of McGrath, Alaska",earthquake
2014-02-12T10:00:07.720Z,35.9064,82.4379,10,5,mb,,88,7.264,1.09,us,usc000mnxm,2014-02-12T10:30:10.000Z,"261km ESE of Hotan, China",earthquake
2014-02-12T09:58:55.800Z,19.0921,-64.7949,46,2.6,Md,8,273.6,0.69170277,0.2,pr,pr14043005,2014-02-12T18:01:27.136Z,"77km NNW of Road Town, British Virgin Islands",earthquake
2014-02-12T09:57:36.100Z,19.0937,-64.775,50,3.2,Md,11,273.6,0.68990614,0.28,pr,pr14043004,2014-02-12T10:27:14.936Z,"76km NNW of Road Town, British Virgin Islands",earthquake
2014-02-12T09:53:44.700Z,19.2195,-155.1272,41.4,3,Ml,,208.8,0.06288207,0.11,hv,hv60640096,2014-02-15T02:51:08.723Z,"26km SSE of Volcano, Hawaii",earthquake
2014-02-12T09:19:48.630Z,35.9221,82.5485,10,6.9,mww,,23,7.465,1.36,us,usc000mnvj,2014-02-12T21:16:04.368Z,"268km ESE of Hotan, China",earthquake
2014-02-12T09:07:16.000Z,63.6281,-153.6761,13.6,2.8,ml,26,122.399990208001,1.224404,1.16,ak,ak11161378,2014-02-12T17:09:46.431Z,"121km NE of McGrath, Alaska",earthquake
2014-02-12T07:39:22.000Z,60.9671,-151.7507,95.9,2.8,ml,52,79.1999936640005,0.3215969,0.98,ak,ak11161348,2014-02-12T15:41:49.058Z,"39km NW of Nikiski, Alaska",earthquake
2014-02-12T07:35:42.100Z,19.1105,-66.7936,50,2.7,Md,11,266.4,0.67732972,0.4,pr,pr14043006,2014-02-12T15:38:16.165Z,"69km N of Hatillo, Puerto Rico",earthquake
2014-02-12T06:19:46.200Z,19.1891,-63.8446,42,3.2,Md,12,327.6,1.06001204,0.23,pr,pr14043002,2014-02-12T14:22:21.156Z,"118km NE of Road Town, British Virgin Islands",earthquake
2014-02-12T06:13:34.100Z,18.2567,-66.3267,118,2.6,Md,7,176.4,0.34046149,0.11,pr,pr14043003,2014-02-12T14:16:08.060Z,"7km WNW of Palomas, Puerto Rico",earthquake
2014-02-12T02:30:44.000Z,63.5444,-153.0995,0,2.6,ml,25,107.999991360001,0.4689206,1.19,ak,ak11161285,2014-02-12T10:33:14.791Z,"141km ENE of McGrath, Alaska",earthquake
2014-02-12T00:41:41.430Z,32.9062,-100.8756,3.84,2.8,mb_lg,,62,1.075,1.3,us,usc000mnm8,2014-02-12T16:18:04.603Z,"21km N of Snyder, Texas",earthquake
2014-02-12T00:09:36.520Z,-14.9881,167.2902,110.16,5.2,mb,,27,0.464,0.85,us,usc000mnln,2014-02-12T08:12:13.922Z,"26km ENE of Port-Olry, Vanuatu",earthquake
2014-02-11T23:03:16.700Z,44.7463,-110.795,10.8,3.5,Ml,,61.2,0.05389892,0.2,uu,uu60055257,2014-02-12T07:05:43.358Z,"26km ENE of West Yellowstone, Montana",earthquake
2014-02-11T22:26:30.240Z,12.5411,-87.9523,65.01,4.3,mb,,169,1.641,0.76,us,usc000mniv,2014-02-12T06:28:59.340Z,"58km WSW of Jiquilillo, Nicaragua",earthquake
2014-02-11T22:11:29.700Z,18.4969,-66.8964,81,2.7,Md,16,190.8,0.20032431,0.28,pr,pr14042003,2014-02-13T00:16:34.000Z,"5km ENE of Quebradillas, Puerto Rico",earthquake
2014-02-11T18:51:46.000Z,57.734,-155.3295,4.2,2.5,ml,15,79.1999936640005,0.4707172,0.69,ak,ak11159769,2014-02-15T02:38:02.087Z,"89km WNW of Larsen Bay, Alaska",earthquake
2014-02-11T17:19:01.120Z,32.6135,-116.0918333,10.54,2.54,ml,41,71,0.03944,0.25,ci,ci11423266,2014-02-11T23:32:29.680Z,"35km E of Campo, California",earthquake
2014-02-11T16:51:38.190Z,12.2546,143.7754,65.82,4.8,mb,,113,4.474,0.67,us,usc000mn68,2014-02-12T00:54:14.402Z,"148km SW of Merizo Village, Guam",earthquake
2014-02-11T16:41:42.280Z,36.993,-97.929,10.6,2.5,ml,,,,0.97,us,usc000mn7q,2014-02-12T00:44:18.359Z,"19km SSE of Anthony, Kansas",earthquake
2014-02-11T16:31:03.570Z,25.1046,121.4341,13.98,4.5,mb,,116,0.142,0.84,us,usc000mnru,2014-02-12T15:25:20.630Z,"10km NNW of Banqiao, Taiwan",earthquake
2014-02-11T15:11:24.400Z,35.5377,-121.2522,3.8,2.8,Md,,190.8,0.1527136,0.1,nc,nc72163446,2014-02-12T05:28:07.875Z,"13km SSW of San Simeon, California",earthquake
2014-02-11T12:46:41.850Z,52.9567,160.5953,30.24,4.5,mb,,109,1.178,0.75,us,usc000mn2l,2014-02-11T20:49:21.718Z,"131km E of Petropavlovsk-Kamchatskiy, Russia",earthquake
2014-02-11T12:09:51.100Z,-7.6294,127.8191,162.3,4,mb,,78,3.465,1.19,us,usc000mn1j,2014-02-11T20:12:23.852Z,"267km ENE of Dili, East Timor",earthquake
2014-02-11T11:28:54.980Z,34.2903,140.8554,75.59,4.5,mb,,145,1.458,1.09,us,usc000mmyz,2014-02-11T19:31:29.627Z,"106km SSE of Katsuura, Japan",earthquake
2014-02-11T10:58:52.870Z,32.2058333,-115.2791667,4.67,2.55,ml,12,227,0.2142,0.22,ci,ci11423186,2014-02-11T19:01:27.713Z,"10km WSW of Alberto Oviedo Mota, Mexico",earthquake
2014-02-11T10:19:17.600Z,18.3635,-66.9763,17,2.5,Md,4,144,0.16349338,0.3,pr,pr14042002,2014-02-11T18:21:43.553Z,"3km NNE of San Sebastian, Puerto Rico",earthquake
2014-02-11T10:16:54.420Z,-6.2712,130.645,40.22,5.1,mb,,60,1.819,1.07,us,usc000mmxr,2014-02-11T18:19:28.884Z,"199km NNW of Saumlaki, Indonesia",earthquake
2014-02-11T09:12:54.000Z,52.4562,-170.6059,25.6,3.1,ml,10,201.599983872001,1.177691,0.81,ak,ak11163157,2014-02-15T02:53:56.521Z,"20km SSE of Yunaska Island, Alaska",earthquake
2014-02-11T09:12:20.000Z,56.0357,-153.2153,29.1,3.2,ml,23,226.799981856001,0.7482966,0.89,ak,ak11159520,2014-02-15T02:56:09.711Z,"152km E of Chirikof Island, Alaska",earthquake
2014-02-11T08:49:22.120Z,36.0982,-97.2674,3.62,3,mb_lg,,68,0.453,0.88,us,usc000mmvl,2014-02-17T19:49:23.093Z,"17km N of Langston, Oklahoma",earthquake
2014-02-11T07:38:55.840Z,35.5361667,-121.257,3.45,2.5,md,55,195,0.1476,0.1,nc,nc72162851,2014-02-12T08:19:06.217Z,"13km SSW of San Simeon, California",earthquake
2014-02-11T06:05:30.540Z,41.8974,142.4146,63.15,4.8,mb,,111,0.566,0.88,us,usc000mmu0,2014-02-11T14:08:06.064Z,"48km S of Shizunai, Japan",earthquake
2014-02-11T04:59:33.000Z,51.3607,-179.809,84.9,3,ml,8,349.199972064002,1.194759,0.36,ak,ak11163126,2014-02-15T02:50:48.739Z,"50km WNW of Amatignak Island, Alaska",earthquake
2014-02-11T03:19:55.640Z,36.7702,-97.7195,4.79,2.8,mb_lg,,78,0.339,0.68,us,usc000mmsb,2014-02-11T05:01:16.785Z,"4km SSE of Medford, Oklahoma",earthquake
2014-02-11T02:51:26.000Z,52.1364,-175.9601,149.3,2.6,ml,14,183.599985312001,0.1113911,0.36,ak,ak11159350,2014-02-15T02:40:33.284Z,"55km ENE of Adak, Alaska",earthquake
2014-02-11T02:14:56.510Z,35.9532,82.4546,10,5.2,mb,,44,7.227,1.18,us,usc000mmrh,2014-02-11T10:17:34.294Z,"259km ESE of Hotan, China",earthquake
2014-02-11T01:15:26.870Z,33.8954,89.2789,10,5.3,mb,,28,8.596,1.07,us,usc000mmqn,2014-02-11T09:18:00.245Z,"243km NNW of Pubu, China",earthquake
2014-02-11T01:11:10.000Z,35.2961,-76.6283,3.8,2.9,mblg,8,161.999987040001,0.3144103,0.34,se,se021114a,2014-02-20T05:49:50.412Z,"21km NE of Bayboro, North Carolina",earthquake
2014-02-11T00:18:32.900Z,19.1119,-64.7434,41,3.1,Md,4,338.4,0.94772262,0.31,pr,pr14042000,2014-02-13T00:51:36.000Z,"78km N of Road Town, British Virgin Islands",earthquake
2014-02-11T00:09:45.090Z,27.1475,65.4776,10,4.8,mb,,78,7.732,1.08,us,usc000mmp8,2014-02-11T08:12:12.805Z,"80km NNE of Awaran, Pakistan",earthquake
2014-02-10T23:37:38.680Z,35.8338,-96.9237,5,3.8,mb_lg,,130,0.281,0.32,us,usc000mmn2,2014-02-17T05:25:57.307Z,"15km NNW of Chandler, Oklahoma",earthquake
2014-02-10T21:58:22.900Z,35.5347,-121.2565,3.9,3.1,Ml,,198,0.16169675,0.1,nc,nc72162126,2014-02-12T05:03:15.221Z,"13km SSW of San Simeon, California",earthquake
2014-02-10T21:49:49.510Z,-29.1232,-177.0355,35,4.9,mb,,69,0.79,1.45,us,usc000mmjt,2014-02-11T05:52:26.377Z,"85km E of Raoul Island, New Zealand",earthquake
2014-02-10T20:50:58.000Z,62.1375,-145.1916,13.2,2.5,ml,58,32.3999974080002,0.1446288,0.96,ak,ak11158915,2014-02-26T18:21:42.432Z,"18km E of Glennallen, Alaska",earthquake
2014-02-10T20:46:15.680Z,34.8263,25.2507,60.56,4.2,mb,,147,0.547,0.6,us,usc000mxsh,2014-02-26T18:34:25.000Z,"21km SSE of Pirgos, Greece",earthquake
2014-02-10T20:22:31.360Z,-15.6605,-177.6975,444.26,4.6,mb,,123,4.569,0.87,us,usc000mxsd,2014-02-27T15:21:06.000Z,"158km SSE of Sigave, Wallis and Futuna",earthquake
2014-02-10T19:59:26.130Z,13.6167,146.3008,29.59,4.6,mb,,87,1.393,0.65,us,usc000mxsc,2014-02-27T15:25:43.000Z,"132km ESE of Rota, Northern Mariana Islands",earthquake
2014-02-10T19:54:14.800Z,18.8055,-64.8277,36,2.6,Md,3,338.4,0.65577016,0.2,pr,pr14041008,2014-02-27T18:23:53.000Z,"48km NNW of Road Town, British Virgin Islands",earthquake
